2026-09-02T11:26:15Z	arith_court.py	0	АРИФМЕТИКА PASS: 0 ложных равенств из 55337 судимых (107 файлов, неразобрано 90342)
2026-09-02T11:26:16Z	algo_court.py	0	АЛГОРИТМЫ PASS: 0 ложных утверждений из 4181 судимых (107 файлов)
2026-09-02T11:27:05Z	formula_court.py	0	ФОРМУЛЫ PASS: 0 ложных записей из 7527 судимых (107 файлов)
2026-09-02T11:27:08Z	logic_court.py	0	ЛОГИКА PASS: 0 ложных утверждений из 3579 судимых (107 файлов)
2026-09-02T11:27:09Z	physics_court.py	0	ФИЗИКА PASS: 0 ложных утверждений из 1300 судимых (107 файлов)
2026-09-02T11:27:11Z	cyber_court.py	0	КИБЕРНЕТИКА PASS: 0 ложных утверждений из 850 судимых (107 файлов)
2026-09-02T11:27:13Z	agreement_court.py	0	СОГЛАСОВАНИЕ PASS: 0 рассогласований при рубеже 0 (2363 верных, 107 файлов, закон 2)
2026-09-02T11:27:16Z	notation_court.py	0	ЗАПИСЬ PASS: 0 ложных записей из 1058 судимых (107 файлов)
2026-09-02T11:27:18Z	unit_court.py	0	ЕДИНИЦЫ PASS: 0 ложных переводов из 1080 судимых (107 файлов)
2026-09-02T11:27:20Z	number_court.py	0	ЧИСЛА PASS: 0 ложных из 3130 судимых (107 файлов)
2026-09-02T11:27:23Z	inquiry_court.py	0	ДОЗНАНИЕ PASS: 0 ложных из 2770 судимых (107 файлов)
2026-09-02T11:27:24Z	surfaces_court.py	0	ПОВЕРХНОСТИ PASS: 0 ложных из 2200 судимых (107 файлов)
2026-09-02T11:27:25Z	markdown_court.py	0	РАЗМЕТКА-ПОЛНАЯ PASS: 0 ложных из 4265 судимых (107 файлов, обратимость дома цела)
2026-09-02T11:27:26Z	doctree_court.py	0	СТРУКТУРА PASS: 0 ложных из 1290 судимых (107 файлов, дерево обратимо)
2026-09-02T11:27:28Z	rates_court.py	0	СТАВКИ PASS: 0 ложных из 885 судимых (107 файлов)
2026-09-02T11:27:31Z	formula_lang_court.py	0	КОНВЕРСИЯ PASS: 0 ложных из 2590 судимых (107 файлов)
2026-09-02T11:27:33Z	percent_court.py	0	ПРОЦЕНТЫ PASS: 0 ложных из 720 судимых (107 файлов)
2026-09-02T11:27:34Z	average_court.py	0	СВОДКА PASS: 0 ложных из 1300 судимых (107 файлов)
2026-09-02T11:27:36Z	equation_court.py	0	УРАВНЕНИЕ PASS: 0 ложных из 2420 судимых (107 файлов)
2026-09-02T11:27:37Z	dataformat_court.py	0	ФОРМАТЫ PASS: 0 ложных из 1040 судимых (107 файлов, обратимость дома цела)
2026-09-02T11:27:40Z	everyday_court.py	0	БЫТ PASS: 0 ложных из 4813 судимых (107 файлов)
2026-09-02T11:27:41Z	story_chain_court.py	0	ЦЕПОЧКА PASS: 0 ложных из 890 судимых (107 файлов)
